"","country","year","sex","sui_rate_1e5","population","gdp_per_capita"
"4045","Suriname",2004,"female",8.18550165756409,219901,3360
"4046","Suriname",2004,"male",22.0903812168644,221816,3360
"4047","Suriname",2005,"female",5.38647993536224,222780,4009
"4048","Suriname",2005,"male",26.7064295729197,224665,4009
"4049","Suriname",2006,"female",12.4057935055671,225701,5794
"4050","Suriname",2006,"male",36.9081514288727,227592,5794
"4051","Suriname",2007,"female",13.9952503619084,228649,6397
"4052","Suriname",2007,"male",37.7543536845211,230437,6397
"4053","Suriname",2008,"female",14.6806737565685,231597,7601
"4054","Suriname",2008,"male",48.45792308484,233192,7601
"4055","Suriname",2009,"female",13.6447171492775,234523,8238
"4056","Suriname",2009,"male",41.9624880788386,235925,8238
"4057","Suriname",2010,"female",17.6916596461668,237400,9176
"4058","Suriname",2010,"male",39.387895345524,238652,9176
"4059","Suriname",2011,"female",13.3217877839206,240208,9184
"4060","Suriname",2011,"male",39.3679577975492,241313,9184
"4061","Suriname",2012,"female",13.5808616850969,242989,10227
"4062","Suriname",2012,"male",40.987806127677,243975,10227
"4063","Suriname",2013,"female",13.8355361677193,245744,10451
"4064","Suriname",2013,"male",39.3325629016889,246615,10451
"4065","Suriname",2014,"female",14.4887289762506,248469,10530
"4066","Suriname",2014,"male",36.9133979585286,249232,10530
"4067","Sweden",1987,"female",11.5560868698944,4015200,22813
"4068","Sweden",1987,"male",27.6593558991217,3893800,22813
"4069","Sweden",1988,"female",12.2196557633559,4026300,25731
"4070","Sweden",1988,"male",28.1206781744609,3904600,25731
"4071","Sweden",1989,"female",11.3060043046931,4042100,26978
"4072","Sweden",1989,"male",28.6027481071711,3922700,26978
"4073","Sweden",1990,"female",11.1042718207559,4061500,32246
"4074","Sweden",1990,"male",25.8607575680746,3944200,32246
"4075","Sweden",1991,"female",10.9572251501409,4079500,33623
"4076","Sweden",1991,"male",26.1510500807754,3961600,33623
"4077","Sweden",1992,"female",10.2292424501355,4096100,34721
"4078","Sweden",1992,"male",23.5347363656936,3977100,34721
"4079","Sweden",1993,"female",10.1314414830292,4115900,25880
"4080","Sweden",1993,"male",23.9203322824401,3996600,25880
"4081","Sweden",1994,"female",9.52587662181064,4146600,27658
"4082","Sweden",1994,"male",23.0664183736809,4027500,27658
"4083","Sweden",1995,"female",9.86495546403601,4176400,32072
"4084","Sweden",1995,"male",23.0735098358231,4056600,32072
"4085","Sweden",1996,"female",9.07834540602364,4196800,34819
"4086","Sweden",1996,"male",21.3856529736358,4077500,34819
"4087","Sweden",1997,"female",8.16249050873197,4214400,31821
"4088","Sweden",1997,"male",20.9182552661769,4096900,31821
"4089","Sweden",1998,"female",8.2486409832191,4231000,31966
"4090","Sweden",1998,"male",21.4322163633271,4115300,31966
"4091","Sweden",1999,"female",8.43105387937988,4246207,32328
"4092","Sweden",1999,"male",20.8625477575665,4131806,32328
"4093","Sweden",2000,"female",7.72272732927667,4260153,30896
"4094","Sweden",2000,"male",19.3306345967743,4148855,30896
"4095","Sweden",2001,"female",8.51820649630254,4273200,28429
"4096","Sweden",2001,"male",19.9946376926044,4166117,28429
"4097","Sweden",2002,"female",7.42303156609159,4283964,31175
"4098","Sweden",2002,"male",20.6128176334764,4181864,31175
"4099","Sweden",2003,"female",7.82514526590356,4293850,38997
"4100","Sweden",2003,"male",18.4907673644628,4196689,38997
"4101","Sweden",2004,"female",7.45835692629261,4303897,44831
"4102","Sweden",2004,"male",19.8080142655704,4210417,44831
"4103","Sweden",2005,"female",8.90097732267411,4314133,45563
"4104","Sweden",2005,"male",19.7656948493913,4224491,45563
"4105","Sweden",2006,"female",8.77656933143328,4329710,48977
"4106","Sweden",2006,"male",19.2401257178545,4246334,48977
"4107","Sweden",2007,"female",7.46840920356195,4351663,56531
"4108","Sweden",2007,"male",18.7259088027201,4277496,56531
"4109","Sweden",2008,"female",7.19593080392939,4377474,59155
"4110","Sweden",2008,"male",19.832847370582,4311030,59155
"4111","Sweden",2009,"female",8.030013195081,4408461,49070
"4112","Sweden",2009,"male",20.4257151473009,4347461,49070
"4113","Sweden",2010,"female",6.82605851216255,4438872,55352
"4114","Sweden",2010,"male",19.1138604455537,4384253,55352
"4115","Sweden",2011,"female",7.23180903367135,4466379,63380
"4116","Sweden",2011,"male",17.8576884817909,4418265,63380
"4117","Sweden",2012,"female",7.45155322622226,4495707,60776
"4118","Sweden",2012,"male",18.391260939881,4453202,60776
"4119","Sweden",2013,"female",8.12351988584689,4530056,64133
"4120","Sweden",2013,"male",19.1810236925696,4494025,64133
"4121","Sweden",2014,"female",7.94299598430131,4570064,62956
"4122","Sweden",2014,"male",17.2737795029552,4544460,62956
"4123","Sweden",2015,"female",7.24278697191112,4570064,54629
"4124","Sweden",2015,"male",18.7260972700827,4544460,54629
"4125","Sweden",2016,"female",8.52018991209514,4084416,55594
"4126","Sweden",2016,"male",19.3495579294093,4041436,55594
"4127","Switzerland",1995,"female",11.807661729631,3396100,51774
"4128","Switzerland",1995,"male",31.6011671943875,3221400,51774
"4129","Switzerland",1996,"female",12.3597809214187,3414300,49621
"4130","Switzerland",1996,"male",31.1930572284505,3237900,49621
"4131","Switzerland",1997,"female",11.03295292023,3426100,42923
"4132","Switzerland",1997,"male",29.6389769474624,3249100,42923
"4133","Switzerland",1998,"female",10.5016389229032,3447081,43872
"4134","Switzerland",1998,"male",30.7801564693544,3278086,43872
"4135","Switzerland",1999,"female",10.5896165779726,3465659,42859
"4136","Switzerland",1999,"male",28.1628741774334,3298669,42859
"4137","Switzerland",2000,"female",11.4405452925167,3487596,39952
"4138","Switzerland",2000,"male",29.5304655970076,3321993,39952
"4139","Switzerland",2001,"female",11.1826268075735,3514380,40582
"4140","Switzerland",2001,"male",28.1966497009365,3351462,40582
"4141","Switzerland",2002,"female",13.0966198916859,3558170,43419
"4142","Switzerland",2002,"male",28.9611801976453,3383840,43419
"4143","Switzerland",2003,"female",11.7888205019069,3571180,50639
"4144","Switzerland",2003,"male",24.9550265103015,3398113,50639
"4145","Switzerland",2004,"female",11.8723964835463,3596578,56123
"4146","Switzerland",2004,"male",25.0103017929205,3426588,56123
"4147","Switzerland",2005,"female",11.0522303539007,3619179,57790
"4148","Switzerland",2005,"male",26.0367491771924,3452812,57790
"4149","Switzerland",2006,"female",12.2512091201736,3640457,60536
"4150","Switzerland",2006,"male",24.8129682980546,3478020,60536
"4151","Switzerland",2007,"female",11.9914108794255,3669293,66807
"4152","Switzerland",2007,"male",26.1787404725035,3514302,66807
"4153","Switzerland",2008,"female",12.2114670258042,3709628,76202
"4154","Switzerland",2008,"male",24.1497994388608,3565247,76202
"4155","Switzerland",2009,"female",7.41119890804782,3751080,73529
"4156","Switzerland",2009,"male",22.8865375685143,3613478,73529
"4157","Switzerland",2010,"female",7.44715687620818,3786680,78474
"4158","Switzerland",2010,"male",19.8222187907516,3652467,78474
"4159","Switzerland",2011,"female",7.24968056912871,3820858,93053
"4160","Switzerland",2011,"male",20.4750537030636,3697182,93053
"4161","Switzerland",2012,"female",7.41598351888418,3856535,87951
"4162","Switzerland",2012,"male",20.1120282766559,3739056,87951
"4163","Switzerland",2013,"female",7.31540912644774,3895886,89634
"4164","Switzerland",2013,"male",20.7638124261643,3785432,89634
"4165","Switzerland",2014,"female",6.97599650593566,3956424,90809
"4166","Switzerland",2014,"male",19.6200713329736,3853197,90809
"4167","Switzerland",2015,"female",7.00876972311605,3994995,86068
"4168","Switzerland",2015,"male",20.3463393394803,3897507,86068
"4169","Thailand",1985,"female",5.32530437764929,23285054,840
"4170","Thailand",1985,"male",7.56786237299231,23018389,840
"4171","Thailand",1986,"female",4.29502690830164,23841527,911
"4172","Thailand",1986,"male",7.55216978435618,23489938,911
"4173","Thailand",1987,"female",4.83419925586106,24409420,1045
"4174","Thailand",1987,"male",7.73981213327164,23966990,1045
"4175","Thailand",1990,"female",5.06708996791768,25932044,1666
"4176","Thailand",1990,"male",9.64160276881215,25296624,1666
"4177","Thailand",1991,"female",4.40127919356697,26287812,1891
"4178","Thailand",1991,"male",9.36091636590209,25659881,1891
"4179","Thailand",1992,"female",4.48041297745788,26582371,2120
"4180","Thailand",1992,"male",9.07724232993225,25988069,2120
"4181","Thailand",1994,"female",2.63477140040943,26378000,2784
"4182","Thailand",1994,"male",6.12624938243454,26313000,2784
"4183","Thailand",1995,"female",4.17247548743533,27441743,3114
"4184","Thailand",1995,"male",11.5137566736148,26924314,3114
"4185","Thailand",1996,"female",4.10913266778806,27816089,3324
"4186","Thailand",1996,"male",12.1080415961862,27254614,3324
"4187","Thailand",1997,"female",3.37745155985689,28246149,2689
"4188","Thailand",1997,"male",11.5742840702324,27612939,2689
"4189","Thailand",1998,"female",3.90492901668105,28707308,2005
"4190","Thailand",1998,"male",13.7290408342483,27984475,2005
"4191","Thailand",1999,"female",4.14245846062334,29161427,2203
"4192","Thailand",1999,"male",14.3510119950542,28346433,2203
"4193","Thailand",2000,"female",3.88437582340147,29580042,2169
"4194","Thailand",2000,"male",14.0610380142063,28682093,2169
"4195","Thailand",2002,"female",4.04031487294228,29453150,2305
"4196","Thailand",2002,"male",12.8843082488833,28810239,2305
"4197","Thailand",2003,"female",3.4585389759707,30619866,2531
"4198","Thailand",2003,"male",11.5948073543916,29539085,2531
"4199","Thailand",2004,"female",3.37436579393424,30909512,2849
"4200","Thailand",2004,"male",10.9245900701219,29776861,2849
"4201","Thailand",2005,"female",2.90852894526639,31184149,3094
"4202","Thailand",2005,"male",10.1004996380488,29998516,3094
"4203","Thailand",2006,"female",2.40488803035376,31435975,3598
"4204","Thailand",2006,"male",9.44354068935927,30200537,3598
"4205","Thailand",2007,"female",2.70817971119918,29946314,4461
"4206","Thailand",2007,"male",10.1499183988636,28995307,4461
"4207","Thailand",2008,"female",2.89692844855827,30100847,4921
"4208","Thailand",2008,"male",9.98079195557785,29115926,4921
"4209","Thailand",2009,"female",2.84549807998282,30258323,4736
"4210","Thailand",2009,"male",10.011840729612,29225395,4736
"4211","Thailand",2010,"female",2.78720761107515,30424716,5707
"4212","Thailand",2010,"male",9.92671744820455,29345048,5707
"4213","Thailand",2011,"female",2.89355406415146,30688903,6153
"4214","Thailand",2011,"male",10.093690753459,29572929,6153
"4215","Thailand",2012,"female",3.02248730555332,30769360,6584
"4216","Thailand",2012,"male",10.3164516674239,29612895,6584
"4217","Thailand",2013,"female",2.76307910434016,30979931,6917
"4218","Thailand",2013,"male",10.4241658552268,29786556,6917
"4219","Thailand",2014,"female",2.8155691868726,31183748,6662
"4220","Thailand",2014,"male",10.2616586078374,29956171,6662
"4221","Thailand",2015,"female",2.68323917050747,31268178,6552
"4222","Thailand",2015,"male",11.2225819420188,29993098,6552
"4223","Thailand",2016,"female",3.06218731457992,27496685,6713
"4224","Thailand",2016,"male",12.6227023020263,25945316,6713
"4225","Trinidad and Tobago",1985,"female",0.984251968503937,508000,7317
"4226","Trinidad and Tobago",1985,"male",4.8,500000,7317
"4227","Trinidad and Tobago",1986,"female",6.56291018188637,533300,4516
"4228","Trinidad and Tobago",1986,"male",13.060760931289,528300,4516
"4229","Trinidad and Tobago",1987,"female",4.98430865792874,541700,4449
"4230","Trinidad and Tobago",1987,"male",17.1449869549012,536600,4449
"4231","Trinidad and Tobago",1988,"female",8.35907686716337,550300,4104
"4232","Trinidad and Tobago",1988,"male",21.6394645149459,545300,4104
"4233","Trinidad and Tobago",1989,"female",7.57855822550832,541000,4040
"4234","Trinidad and Tobago",1989,"male",24.9527410207939,529000,4040
